name,overview,first_air_date,rating,vote_count,review
How to Become a Tyrant,The documentary series explores different political figures throughout history.,2021-07-09,7.4,224,"Love Big Brother. Know that your beloved Leaders love you and can't sleep at night scheming to murder the Tyrant next door.

Or shorter: North Korean propaganda, told from a Western perspective."
Entourage,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,2004-07-18,7.4,585,No reviews
Home for Christmas,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",2019-12-05,7.363,233,No reviews
The Bible,The story of God's creation of the Earth and the landmark events leading up to the Crucifixion of Jesus Christ.,2013-03-03,7.4,933,"This is one of those series that get hit from both sides.

It radicalizes and polarizes both sides on the political spectrum, and the religious spectrum and draws hatred from the fanatics on both sides.

If you read the reviews:

The far right uber-religious are crying about how Biblically ina"
King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",1997-01-12,7.361,618,No reviews
New Girl,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",2011-09-20,7.4,1530,"Very enjoyable show on the whole. Zooey Deschanel really is the core, which is made very obvious by her temporary departure in a few episodes in Season 5 (those were certainly the low point for me in the series). I think I might have enjoyed the Coach character, as introduced in the pilot, more than"
CSI: NY,"Follow the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",2004-09-22,7.4,712,No reviews
The Five Juanas,Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,2021-10-06,7.4,270,No reviews
The League,The League is an American sitcom and semi-improvised comedy about a about a fantasy football league and its members and their everyday lives.,2009-10-29,7.4,206,No reviews
The English Game,Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.,2020-03-20,7.4,205,No reviews
To the Lake,A grim drama that unfolds against the backdrop of a global catastrophe. An unknown new virus turns Moscow into a city of the dead. Money loses its value and those not yet infected struggle desperately for food and survival.,2019-11-14,7.4,262,"The idea is interesting. And it's fascinating to see the Russian take on the Zombie fairy tale. Life is different over there, so the story is different. Sadly, the novelty is what keeps people watching.

The characters are crap. All the Leninist stereotypes are there. The Kolhoz manager, with his "
Dawson's Creek,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,1998-01-20,7.4,566,No reviews
The Terror,A chilling anthology series featuring stories of people in terrifying situations inspired by true historical events.,2018-03-26,7.3,903,"I only watched the first season of this anthology show, as the plot of the second didn’t grab me. I have read a lot and watched documentaries about polar exploration. I see how this show came about: the author took the skeleton story of John Franklin’s ill fated expedition of the northwest passage, "
Maniac,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",2018-09-21,7.3,918,No reviews
Hellbound,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021-11-19,7.3,950,No reviews
Darkwing Duck,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",1991-09-06,7.3,312,No reviews
"Beverly Hills, 90210","Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",1990-10-04,7.348,771,No reviews
Marco Polo,"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.",2014-12-12,7.3,548,No reviews
Neymar: The Perfect Chaos,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",2022-01-25,7.346,280,No reviews
Night on Earth,"This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",2020-01-29,7.3,216,No reviews
Mrs. Fletcher,"A dual coming-of-age comedy exploring the impact of internet porn and social media, Mrs. Fletcher follows empty nest divorcée Eve Fletcher — as she reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",2019-10-27,7.3,305,No reviews
Percy Jackson and the Olympians,"Percy Jackson is on a dangerous quest. Outrunning monsters and outwitting gods, he must journey across America to return Zeus's master bolt and stop an all-out war. With the help of his friends Annabeth and Grover, Percy's journey will lead him closer to the answers he seeks: how to fit into a world where he feels out of place, and who he's destined to be.",2023-12-19,7.3,586,A promising adaptation of a franchise that was let down movie-wise. The bold casting choices make for interesting dynamics and Jason Mantzoukas (Mr. D/Dionysus) does not disappoint! This series is a surprising fresh start from Disney.
